CustomerID,CustomerName,BirthDate,Gender,MaritalStatus,TotalChildren,HouseOwnerFlag,NumberCarsOwned,Education,Occupation,Continent,Country,State,City,YearlyIncome,DateFirstPurchase
20713,Kathleen Gill,1983-09-13,F,S,0,0,2,Partial High School,Manual,Europe,United Kingdom,England,W. York,10000.00,2012-02-18
20714,Christine Beck,1983-07-13,F,S,0,0,2,Partial High School,Manual,Europe,United Kingdom,England,Leeds,20000.00,2013-03-12
20715,Henry Kapoor,1977-12-20,M,S,0,0,2,Partial High School,Manual,Europe,Germany,Nordrhein-Westfalen,Bonn,20000.00,2013-08-08
20716,Kristina Arun,1979-03-13,F,M,1,1,1,Bachelors,Skilled Manual,Europe,Germany,Nordrhein-Westfalen,Hannover,40000.00,2012-05-04
20717,Chelsea Ray,1984-03-02,F,S,0,0,0,Graduate Degree,Skilled Manual,Europe,United Kingdom,England,Oxford,40000.00,2012-02-23
20718,Ricky Ruiz,1978-06-23,M,S,0,1,1,High School,Manual,Europe,United Kingdom,England,Bury,30000.00,2012-02-24
20719,Lawrence Alvarez,1978-02-17,M,S,0,0,1,High School,Manual,Europe,Germany,Hessen,Salzgitter,30000.00,2012-05-20
20720,Regina Subram,1978-01-01,F,S,0,0,1,High School,Manual,Europe,Germany,Hamburg,Hamburg,30000.00,2012-05-09
20721,Hailey Perry,1977-01-05,F,S,0,1,2,Partial High School,Manual,Europe,United Kingdom,England,Cheltenham,10000.00,2013-08-09
20722,Kellie Serrano,1977-10-22,F,S,2,1,0,Partial College,Clerical,Europe,Germany,Hessen,Darmstadt,40000.00,2012-06-29
20723,Cedric Zhu,1977-06-24,M,S,0,0,2,Partial High School,Manual,Europe,Germany,Saarland,Neunkirchen,20000.00,2013-07-20
20724,Ebony Vance,1976-07-07,F,S,0,1,2,Partial High School,Manual,Europe,United Kingdom,England,London,20000.00,2013-07-24
20725,Linda Romero,1976-10-01,F,S,0,1,2,Partial High School,Manual,Europe,United Kingdom,England,London,20000.00,2013-12-15
20726,Beth Romero,1982-08-14,F,S,0,0,1,High School,Manual,Europe,Germany,Hessen,Berlin,30000.00,2012-06-14
20727,Arturo Ye,1975-07-13,M,S,2,1,0,Partial College,Clerical,Europe,Germany,Nordrhein-Westfalen,Solingen,40000.00,2013-11-18
20728,Cedric Chande,1976-06-12,M,S,2,1,0,Partial College,Clerical,Europe,France,Seine Saint Denis,Tremblay-en-France,40000.00,2013-06-05
20729,Aimee Zhou,1977-04-18,F,M,2,0,1,Partial College,Clerical,Europe,Germany,Nordrhein-Westfalen,Bonn,40000.00,2013-06-20
20730,Aaron Shan,1976-12-12,M,S,2,1,2,Partial College,Clerical,Europe,United Kingdom,England,Runcorn,40000.00,2013-06-03
20731,Andre Kov├ír,1975-12-12,M,S,0,0,0,Graduate Degree,Skilled Manual,Europe,Germany,Hessen,Kassel,50000.00,2013-03-30
20732,Joshua Walker,1986-03-21,M,S,3,1,0,Partial College,Clerical,North America,United States,Washington,Lynnwood,40000.00,2013-03-05
20733,Sheena Luo,1980-06-05,F,S,3,1,2,Partial College,Clerical,North America,United States,Washington,Bremerton,40000.00,2013-05-25
20734,Luis Phillips,1980-01-14,M,M,0,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Langford,50000.00,2013-05-28
20735,Caitlin Cooper,1985-10-19,F,M,0,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Sedro Woolley,50000.00,2013-08-15
20736,Alexandra Howard,1980-12-10,F,S,4,1,1,Partial College,Clerical,North America,Canada,British Columbia,Newton,40000.00,2012-07-09
20737,Victoria Griffin,1934-12-31,F,M,2,0,2,Partial College,Clerical,North America,United States,California,San Diego,20000.00,2014-01-21
20738,Alex Kelly,1977-07-18,M,M,0,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Puyallup,60000.00,2013-09-27
20739,Kaitlyn Carter,1959-03-24,F,S,2,1,2,High School,Manual,North America,United States,Washington,Olympia,10000.00,2013-03-10
20740,Kathryn Sharma,1958-12-07,F,M,2,1,2,High School,Manual,North America,Canada,British Columbia,Burnaby,10000.00,2013-07-02
20741,Jocelyn Foster,1959-03-26,F,S,2,1,2,High School,Manual,North America,United States,California,Lemon Grove,20000.00,2013-04-24
20742,Isabella Stewart,1964-02-14,F,M,2,0,2,High School,Manual,North America,United States,Oregon,Lake Oswego,20000.00,2013-10-05
20743,Arianna Howard,1959-01-11,F,M,2,0,2,High School,Manual,North America,United States,Oregon,Beaverton,20000.00,2013-10-30
20744,Amanda Barnes,1958-08-29,F,M,2,0,2,High School,Manual,North America,United States,California,Bellflower,20000.00,2013-12-06
20745,Mariah Price,1965-05-31,F,M,2,0,2,Partial High School,Manual,North America,Canada,British Columbia,Cliffside,20000.00,2013-05-13
20746,Christina Torres,1976-02-20,F,M,2,0,2,Partial High School,Manual,North America,Canada,British Columbia,Langley,20000.00,2013-03-28
20747,Melody Vazquez,1965-11-21,F,M,3,0,2,Partial High School,Clerical,North America,United States,Washington,Burien,20000.00,2013-12-04
20748,Stephanie Watson,1960-04-03,F,S,3,1,2,Partial High School,Clerical,North America,United States,Washington,Puyallup,20000.00,2013-04-16
20749,Joan Morgan,1959-10-13,F,M,1,1,1,High School,Clerical,North America,United States,Washington,Sedro Woolley,30000.00,2013-11-29
20750,Katherine King,1960-03-25,F,M,1,1,1,Partial College,Clerical,North America,United States,California,Imperial Beach,40000.00,2013-08-23
20751,Jermaine Arthur,1961-04-18,M,M,1,0,2,High School,Clerical,North America,United States,California,Bellflower,30000.00,2013-12-13
20752,Christian Simmons,1961-03-14,M,M,1,0,2,High School,Clerical,North America,United States,Washington,Olympia,30000.00,2013-10-11
20753,Taylor Kelly,1966-11-18,F,M,1,0,2,High School,Clerical,North America,United States,Washington,Olympia,30000.00,2013-12-21
20754,Ian Davis,1960-11-08,M,M,2,1,2,High School,Skilled Manual,North America,United States,California,La Jolla,30000.00,2013-08-30
20755,Alex Lopez,1960-12-01,M,M,1,1,1,Partial College,Clerical,North America,United States,California,Concord,40000.00,2013-08-17
20756,Marcus Griffin,1967-01-21,M,M,2,0,2,High School,Skilled Manual,North America,Canada,British Columbia,Newton,30000.00,2013-09-03
20757,Alexia Powell,1961-12-15,F,M,2,0,2,High School,Skilled Manual,North America,United States,Oregon,Woodburn,30000.00,2014-01-01
20758,Jesse Sanders,1972-08-29,M,M,2,1,2,High School,Skilled Manual,North America,United States,Washington,Seattle,30000.00,2013-04-19
20759,Teresa Serrano,1961-11-17,F,M,1,1,1,Partial College,Clerical,North America,United States,California,Beverly Hills,40000.00,2013-06-20
20760,Thomas Alexander,1973-03-15,M,M,1,1,1,Partial College,Clerical,North America,Canada,British Columbia,Royal Oak,40000.00,2013-11-04
20761,Jonathan Washington,1967-11-09,M,M,1,1,1,Partial College,Clerical,North America,United States,California,El Cajon,40000.00,2013-05-17
20762,Jennifer King,1968-10-08,F,M,2,1,2,High School,Skilled Manual,North America,United States,California,San Francisco,30000.00,2013-12-15
20763,Lucas Carter,1963-02-10,M,M,2,1,2,High School,Skilled Manual,North America,United States,Oregon,Lake Oswego,30000.00,2013-06-19
20764,Christian Taylor,1962-07-16,M,M,2,0,2,High School,Skilled Manual,North America,Canada,British Columbia,Royal Oak,30000.00,2013-05-17
20765,Wyatt Lopez,1962-11-16,M,M,1,1,1,Partial College,Clerical,North America,United States,California,Lemon Grove,40000.00,2013-08-12
20766,Charles Morgan,1969-04-06,M,M,2,1,1,Partial College,Clerical,North America,United States,California,Mill Valley,40000.00,2013-03-29
20767,Rachel Thomas,1964-03-22,F,S,2,1,1,Partial College,Clerical,North America,United States,Washington,Yakima,40000.00,2013-09-25
20768,Marshall Nara,1963-08-24,M,S,2,1,1,Partial College,Clerical,North America,United States,California,Bellflower,40000.00,2013-09-19
20769,Michelle Sanders,1963-10-01,F,M,2,1,1,Partial College,Clerical,North America,United States,Washington,Lynnwood,40000.00,2013-05-13
20770,Carlos Mitchell,1963-11-11,M,M,5,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Yakima,80000.00,2013-11-10
20771,Madeline Edwards,1964-06-13,F,M,4,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Haney,80000.00,2013-11-08
20772,Samantha Garcia,1969-04-04,F,S,4,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Woodland Hills,80000.00,2014-01-17
20773,Natalie Rodriguez,1963-09-05,F,S,4,0,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Langford,80000.00,2013-12-07
20774,Anthony Miller,1969-07-03,M,S,4,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Santa Cruz,80000.00,2013-10-05
20775,Bruce Alonso,1964-12-21,M,M,2,1,1,Partial College,Clerical,North America,United States,Washington,Bremerton,40000.00,2014-01-12
20776,Haley Long,1965-04-09,F,M,2,1,1,Partial College,Clerical,North America,United States,Washington,Walla Walla,40000.00,2013-05-18
20777,Carly Sharma,1965-04-06,F,M,4,1,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Beaverton,60000.00,2014-01-09
20778,Seth Ramirez,1965-04-02,M,M,4,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Sedro Woolley,60000.00,2013-12-27
20779,Maria Russell,1970-08-04,F,M,4,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Grossmont,60000.00,2013-02-16
20780,Michael White,1964-07-22,M,M,4,1,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Lebanon,60000.00,2013-07-19
20781,Kayla Lee,1965-04-09,F,M,4,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Langford,60000.00,2013-09-19
20782,Alan Ye,1975-10-31,M,M,4,1,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Beaverton,60000.00,2013-09-10
20783,Amanda Collins,1970-03-13,F,M,4,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Westminster,60000.00,2013-11-23
20784,Eduardo Walker,1964-08-20,M,M,4,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Burbank,60000.00,2014-01-23
20785,Isabella Taylor,1977-08-20,F,S,0,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Palo Alto,50000.00,2013-09-05
20786,Marcus Perez,1978-05-20,M,M,0,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Glendale,50000.00,2013-10-17
20787,Bridget Pal,1979-01-31,F,M,0,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Bremerton,40000.00,2013-09-18
20788,Sara Gonzalez,1979-01-13,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Burlingame,40000.00,2014-01-13
20789,Miguel Williams,1979-01-12,M,M,1,0,0,Graduate Degree,Skilled Manual,North America,United States,California,Glendale,40000.00,2013-04-12
20790,Kayla Harrison,1978-12-04,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Novato,40000.00,2013-07-20
20791,Ryan Patterson,1978-08-05,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,San Francisco,40000.00,2013-06-01
20792,Hailey Rivera,1976-12-31,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Langford,60000.00,2013-09-29
20793,Gary Martin,1976-04-02,M,S,0,1,0,Graduate Degree,Manual,Europe,France,Essonne,Les Ulis,10000.00,2013-08-24
20794,Brenda Rana,1967-08-08,F,M,1,1,0,Graduate Degree,Manual,Europe,France,Seine (Paris),Paris,10000.00,2013-11-01
20795,Emmanuel Subram,1967-11-15,M,S,1,1,0,Graduate Degree,Manual,Europe,France,Essonne,Verrieres Le Buisson,10000.00,2013-07-09
20796,Claudia Guo,1967-02-13,F,S,1,1,0,Bachelors,Manual,Europe,France,Seine (Paris),Paris,10000.00,2013-06-14
20797,Dawn Hu,1964-02-19,F,M,1,1,0,Bachelors,Manual,Europe,France,Nord,Croix,10000.00,2013-06-09
20798,Mathew Munoz,1964-03-03,M,M,1,1,0,Bachelors,Manual,Europe,Germany,Nordrhein-Westfalen,Braunschweig,10000.00,2013-07-09
20799,Peter Raje,1964-02-21,M,M,1,1,0,Graduate Degree,Clerical,Europe,Germany,Bayern,Grevenbroich,20000.00,2014-01-03
20800,Connor Jenkins,1963-05-16,M,M,1,1,0,Bachelors,Manual,Europe,United Kingdom,England,Bury,10000.00,2013-11-14
20801,Ronald Chandra,1963-05-24,M,S,1,1,0,Partial College,Manual,Europe,United Kingdom,England,Bracknell,10000.00,2013-06-20
20802,Jon Li,1962-08-24,M,S,2,1,0,Partial College,Manual,Europe,France,Seine Saint Denis,Bobigny,10000.00,2013-06-10
20803,Nicole Rodriguez,1961-08-15,F,S,2,1,0,Partial College,Manual,Europe,France,Seine Saint Denis,Drancy,10000.00,2013-09-13
20804,Katelyn Torres,1961-05-10,F,M,2,1,0,Partial College,Manual,Europe,United Kingdom,England,York,10000.00,2013-07-23
20805,Brandon Williams,1961-03-11,M,M,2,1,0,Partial College,Manual,Europe,Germany,Bayern,Hof,10000.00,2013-09-20
20806,James Lopez,1971-08-22,M,M,2,1,0,Partial College,Manual,Europe,United Kingdom,England,Peterborough,10000.00,2013-07-07
20807,Jordan Foster,1960-12-30,M,M,2,1,1,Partial College,Manual,Europe,United Kingdom,England,York,10000.00,2012-02-27
20808,Julie Jai,1971-11-11,F,M,2,1,1,Partial College,Manual,Europe,Germany,Hessen,Kassel,10000.00,2012-06-07
20809,Benjamin Anderson,1959-11-10,M,M,2,1,1,Partial College,Manual,Europe,United Kingdom,England,Warrington,10000.00,2013-08-27
20810,Brittney He,1947-06-22,F,M,2,1,1,Partial College,Manual,Europe,France,Essonne,Les Ulis,10000.00,2013-08-30
20811,Calvin Shan,1948-01-15,M,S,1,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Warrington,40000.00,2012-03-03
20812,Preston Prasad,1985-08-16,M,S,0,0,1,Partial College,Manual,Pacific,Australia,New South Wales,North Sydney,10000.00,2011-12-08
20813,Michael Rothkugel,1984-10-09,M,M,0,1,1,Partial College,Manual,Pacific,Australia,New South Wales,St. Leonards,10000.00,2014-01-13
20814,Margaret Lu,1984-09-28,F,S,0,1,1,Partial College,Manual,Pacific,Australia,New South Wales,Matraville,10000.00,2011-12-17
20815,Tracy Andersen,1984-08-04,F,S,0,1,1,Partial College,Manual,Pacific,Australia,New South Wales,Port Macquarie,10000.00,2011-12-19
20816,Connor Ross,1986-01-09,M,M,0,1,0,Bachelors,Clerical,Pacific,Australia,New South Wales,Port Macquarie,20000.00,2011-12-18
20817,Geoffrey Rodriguez,1983-10-05,M,S,0,0,1,Partial College,Manual,Pacific,Australia,Victoria,Cranbourne,10000.00,2011-12-06
20818,Rachel Powell,1983-01-10,F,S,0,0,2,High School,Manual,Pacific,Australia,Queensland,Brisbane,10000.00,2011-12-27
20819,Raymond Madan,1984-08-20,M,S,0,1,0,Bachelors,Clerical,Pacific,Australia,New South Wales,Port Macquarie,20000.00,2011-12-02
20820,Kathleen Rubio,1984-12-11,F,M,0,1,0,Bachelors,Clerical,Pacific,Australia,South Australia,Cloverdale,20000.00,2011-11-30
20821,Hany Morcos,1984-02-22,M,M,0,1,0,Bachelors,Clerical,Pacific,Australia,South Australia,Perth,20000.00,2011-12-09
20822,Shannon Ruiz,1983-01-31,M,S,0,0,0,Partial College,Manual,Pacific,Australia,Queensland,Brisbane,20000.00,2011-12-20
20823,Troy Martinez,1982-10-26,M,M,0,1,0,Partial College,Manual,Pacific,Australia,Queensland,East Brisbane,20000.00,2011-12-28
20824,Derek Xu,1948-11-06,M,S,1,1,0,Bachelors,Clerical,Europe,United Kingdom,England,High Wycombe,30000.00,2012-03-12
20825,Pamela Kapoor,1949-06-02,F,M,1,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,York,40000.00,2012-03-29
20826,Jillian Raman,1972-05-08,F,S,1,0,0,Partial College,Manual,Europe,France,Seine (Paris),Paris,20000.00,2013-07-31
20827,Jillian Perez,1967-03-06,F,S,1,0,0,Partial College,Manual,Europe,France,Hauts de Seine,Paris La Defense,20000.00,2013-07-28
20828,Jaclyn Shan,1966-08-17,F,M,4,1,0,Graduate Degree,Clerical,Europe,Germany,Nordrhein-Westfalen,Braunschweig,30000.00,2012-06-05
20829,Andy Diaz,1967-05-15,M,M,4,1,0,Graduate Degree,Clerical,Europe,Germany,Hessen,Duesseldorf,30000.00,2012-06-22
20830,Whitney Martinez,1966-07-19,F,M,4,1,0,Graduate Degree,Clerical,Europe,Germany,Brandenburg,Eilenburg,30000.00,2012-05-30
20831,Drew Xu,1972-06-02,M,M,4,1,0,Graduate Degree,Clerical,Europe,Germany,Saarland,M├╝nster,30000.00,2012-06-13
20832,Kelvin Tang,1972-05-05,M,S,3,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Watford,30000.00,2012-03-03
20833,Douglas Sai,1965-11-08,M,S,1,0,0,Partial College,Manual,Europe,Germany,Saarland,Frankfurt am Main,20000.00,2012-06-12
20834,Brenda Kapoor,1966-01-24,F,S,3,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Woolston,30000.00,2012-03-13
20835,Ruben Gutierrez,1964-12-11,M,M,2,1,1,Partial College,Manual,Europe,Germany,Nordrhein-Westfalen,Berlin,20000.00,2012-07-17
20836,Stanley Chandra,1976-03-18,M,M,2,1,1,Partial College,Manual,Europe,Germany,Hessen,Darmstadt,20000.00,2012-07-20
20837,Jimmy Rubio,1965-02-28,M,M,2,1,1,Partial College,Manual,Europe,United Kingdom,England,Berkshire,20000.00,2012-03-24
20838,Chloe Jones,1964-10-14,F,S,3,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Stoke-on-Trent,30000.00,2012-04-14
20839,Courtney Lopez,1964-10-11,F,S,3,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Stoke-on-Trent,30000.00,2012-03-31
20840,Alison Xie,1963-08-06,F,S,2,1,1,Partial College,Manual,Europe,France,Seine Saint Denis,Pantin,20000.00,2013-08-24
20841,J├⌐sus Alonso,1975-05-01,M,S,1,1,0,Graduate Degree,Clerical,Europe,Germany,Bayern,Frankfurt,30000.00,2012-07-14
20842,Tyrone Moreno,1966-04-03,M,S,3,1,0,Bachelors,Clerical,Europe,Germany,Hamburg,Hamburg,30000.00,2012-07-22
20843,Jose Shan,1965-09-02,M,M,3,1,0,Bachelors,Clerical,Europe,Germany,Hessen,Frankfurt,30000.00,2012-08-08
20844,Nicolas Pal,1981-03-16,M,M,3,1,0,Bachelors,Clerical,Europe,France,Nord,Dunkerque,30000.00,2013-08-16
20845,Barry Malhotra,1970-05-17,M,M,3,1,0,Bachelors,Clerical,Europe,Germany,Brandenburg,Eilenburg,30000.00,2012-08-02
20846,Lee Alonso,1964-09-23,M,M,0,1,0,Bachelors,Clerical,Europe,France,Seine Saint Denis,Tremblay-en-France,30000.00,2013-08-27
20847,Kyle Young,1964-08-04,M,M,0,1,0,Bachelors,Clerical,Europe,Germany,Saarland,Saarlouis,30000.00,2012-08-27
20848,Vincent Liu,1963-12-15,M,M,1,1,0,Bachelors,Clerical,Europe,United Kingdom,England,Peterborough,30000.00,2012-04-18
20849,Faith Washington,1981-01-20,F,S,0,1,1,Partial College,Manual,Europe,United Kingdom,England,Stoke-on-Trent,20000.00,2013-10-03
20850,Lance Navarro,1981-09-10,M,M,0,0,1,Partial College,Manual,Europe,United Kingdom,England,York,20000.00,2012-04-10
20851,Frank Sanz,1981-05-03,M,S,0,0,1,Partial College,Manual,Europe,United Kingdom,England,Leeds,20000.00,2012-04-18
20852,Yolanda Raje,1981-07-02,F,M,0,1,0,Bachelors,Clerical,Europe,United Kingdom,England,Berkshire,30000.00,2012-05-25
20853,Jarrod Rana,1981-10-04,M,M,0,0,0,Bachelors,Clerical,Europe,France,Hauts de Seine,Courbevoie,30000.00,2013-08-18
20854,Kara Raji,1974-08-02,F,S,2,1,0,High School,Manual,Europe,Germany,Hessen,Frankfurt,10000.00,2012-09-15
20855,Abigail Ross,1981-03-02,F,M,0,1,0,Bachelors,Clerical,Europe,France,Yveline,Saint Germain en Laye,30000.00,2013-08-04
20856,Tiffany Hu,1975-01-07,F,S,0,0,1,Partial College,Manual,Europe,United Kingdom,England,Leeds,20000.00,2012-05-24
20857,Jerry Becker,1975-04-18,M,S,0,0,1,Partial College,Manual,Europe,France,Val de Marne,Orly,20000.00,2013-09-11
20858,Damien Stone,1974-10-29,M,M,0,1,0,Bachelors,Clerical,Europe,France,Seine Saint Denis,Bobigny,30000.00,2013-08-30
20859,Roy Romero,1980-09-03,M,S,0,0,0,Bachelors,Clerical,Europe,United Kingdom,England,London,30000.00,2012-05-02
20860,Preston Lopez,1974-09-19,M,S,0,1,0,Graduate Degree,Clerical,Europe,Germany,Nordrhein-Westfalen,Leipzig,40000.00,2012-09-06
20861,Nicolas Nara,1975-01-15,M,M,0,1,0,Graduate Degree,Clerical,Europe,Germany,Saarland,M├╝nster,40000.00,2012-09-24
20862,Marshall Sutton,1980-10-08,M,M,0,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,London,40000.00,2012-05-16
20863,Erica Xu,1975-02-11,F,M,0,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Oxford,40000.00,2012-05-27
20864,Grace Howard,1974-09-24,F,M,0,1,0,Graduate Degree,Skilled Manual,Europe,United Kingdom,England,Leeds,50000.00,2012-05-26
20865,Luis Ross,1928-03-19,M,M,2,1,1,Partial College,Manual,Europe,Germany,Hessen,Kassel,20000.00,2013-08-01
20866,David Jones,1927-12-01,M,M,0,1,0,Bachelors,Professional,Europe,United Kingdom,England,Kirkby,130000.00,2012-06-07
20867,Noah Johnson,1957-10-20,M,M,3,0,2,Partial College,Manual,Europe,France,Nord,Roubaix,10000.00,2013-10-01
20868,Misty Shan,1957-03-09,F,M,4,0,2,High School,Manual,Europe,United Kingdom,England,Lancaster,10000.00,2013-04-04
20869,David Martinez,1979-12-23,M,S,2,1,1,High School,Manual,Europe,United Kingdom,England,Newcastle upon Tyne,10000.00,2012-06-21
20870,Jaime Moreno,1973-08-07,F,S,2,1,1,High School,Manual,Europe,Germany,Hessen,Kassel,10000.00,2012-10-10
20871,Adriana Arthur,1979-09-13,F,S,3,1,0,High School,Manual,Europe,Germany,Bayern,Erlangen,10000.00,2013-03-31
20872,Theodore Moreno,1984-08-16,M,S,3,1,0,High School,Manual,Europe,United Kingdom,England,Gateshead,10000.00,2012-06-22
20873,Joel Subram,1974-05-22,M,M,1,1,0,Partial College,Manual,Europe,Germany,Nordrhein-Westfalen,Hannover,20000.00,2013-05-05
20874,Edwin Lal,1974-05-20,M,S,1,0,1,Partial College,Manual,Europe,Germany,Hamburg,Paderborn,20000.00,2012-10-16
20875,Julia Washington,1974-06-05,F,M,1,1,1,Partial College,Manual,Europe,United Kingdom,England,Watford,20000.00,2012-06-20
20876,Jackson Alexander,1973-10-25,M,S,1,1,0,Bachelors,Clerical,Europe,Germany,Hessen,Darmstadt,30000.00,2012-10-10
20877,Richard Ross,1974-04-12,M,S,1,1,0,Bachelors,Clerical,Europe,France,Seine Saint Denis,Tremblay-en-France,30000.00,2013-09-18
20878,Erika Ortega,1979-01-21,F,M,1,1,0,Bachelors,Clerical,Europe,France,Seine (Paris),Paris,30000.00,2013-10-19
20879,Pamela Sanchez,1979-09-03,F,M,0,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,London,40000.00,2012-06-09
20880,Isabella Washington,1978-04-17,F,S,3,1,1,High School,Manual,Europe,United Kingdom,England,Leeds,10000.00,2012-07-14
20881,Wendy Navarro,1978-06-03,F,S,1,0,1,Partial College,Manual,Europe,United Kingdom,England,Bury,20000.00,2013-10-04
20882,Sabrina Suarez,1984-03-06,F,M,1,1,1,Partial College,Manual,Europe,France,Essonne,Les Ulis,20000.00,2013-11-12
20883,Latoya Rai,1978-11-12,F,M,1,1,0,Bachelors,Clerical,Europe,France,Seine (Paris),Paris,30000.00,2013-11-16
20884,Darren Schmidt,1972-07-08,M,S,1,0,0,Bachelors,Clerical,Europe,France,Seine Saint Denis,Bobigny,30000.00,2013-11-08
20885,Terry Xie,1973-03-14,M,S,1,0,0,Bachelors,Clerical,Europe,United Kingdom,England,Liverpool,30000.00,2012-07-01
20886,Bruce Raman,1972-09-07,M,M,1,1,0,Bachelors,Clerical,Europe,United Kingdom,England,Gateshead,30000.00,2012-07-04
20887,Damien Li,1972-01-01,M,S,4,1,1,Partial High School,Manual,Europe,France,Seine et Marne,Roissy en Brie,10000.00,2013-11-10
20888,Clayton Raje,1971-07-21,M,S,4,1,1,Partial High School,Manual,Europe,France,Seine Saint Denis,Tremblay-en-France,10000.00,2013-11-14
20889,Manuel Patel,1977-06-20,M,S,1,0,1,High School,Manual,Europe,United Kingdom,England,High Wycombe,20000.00,2013-08-07
20890,Clayton Anand,1972-04-14,M,S,1,0,1,High School,Manual,Europe,United Kingdom,England,York,20000.00,2012-07-26
20891,Darrell Anand,1978-11-10,M,M,0,0,0,Bachelors,Clerical,Europe,France,Hauts de Seine,Colombes,40000.00,2013-06-02
20892,Henry Sara,1973-01-08,M,M,0,0,0,Bachelors,Clerical,Europe,United Kingdom,England,London,40000.00,2012-07-01
20893,Robert Hall,1933-02-02,M,M,1,1,1,Bachelors,Clerical,Europe,Germany,Nordrhein-Westfalen,Bottrop,30000.00,2013-12-12
20894,Alyssa Thomas,1972-03-20,F,S,2,1,0,High School,Manual,Europe,France,Nord,Dunkerque,20000.00,2013-11-24
20895,Ruben Jimenez,1972-06-09,M,S,1,0,1,Bachelors,Clerical,Europe,France,Seine (Paris),Paris,30000.00,2013-12-01
20896,Arthur Sai,1971-11-11,M,M,1,1,1,Bachelors,Skilled Manual,Europe,Germany,Bayern,Grevenbroich,30000.00,2012-10-09
20897,Mayra Sai,1971-08-24,F,M,1,1,2,Bachelors,Skilled Manual,Europe,France,Essonne,Les Ulis,30000.00,2013-10-20
20898,Grant Ferrier,1972-01-24,M,M,1,1,2,Bachelors,Skilled Manual,Europe,Germany,Hessen,Berlin,30000.00,2013-10-20
20899,Angela Cook,1971-05-06,F,S,5,1,2,Partial High School,Manual,Europe,France,Nord,Roubaix,10000.00,2014-01-19
20900,Natalie Russell,1970-10-01,F,S,4,1,2,Partial High School,Manual,Europe,United Kingdom,England,Kirkby,10000.00,2013-09-26
20901,Chad Xu,1971-04-01,M,S,2,1,1,High School,Manual,Europe,France,Hauts de Seine,Suresnes,20000.00,2013-12-09
20902,Shane Subram,1976-12-02,M,M,1,1,2,Bachelors,Skilled Manual,Europe,United Kingdom,England,Warrington,30000.00,2014-01-15
20903,Robyn Diaz,1971-04-25,F,M,1,1,2,Bachelors,Skilled Manual,Europe,Germany,Hessen,Dresden,30000.00,2013-05-27
20904,Ebony Gomez,1971-03-18,F,M,1,1,2,Bachelors,Skilled Manual,Europe,United Kingdom,England,Billericay,30000.00,2013-12-31
20905,Jessie Munoz,1969-12-03,F,S,5,1,1,Partial High School,Manual,Europe,France,Hauts de Seine,S├¿vres,10000.00,2013-12-19
20906,Briana Ruiz,1969-11-06,F,S,5,1,1,Partial High School,Manual,Europe,United Kingdom,England,Runcorn,10000.00,2013-12-06
20907,Terrence Shan,1970-05-21,M,S,3,1,2,Partial High School,Manual,Europe,United Kingdom,England,Milton Keynes,10000.00,2013-08-13
20908,Wyatt Foster,1975-04-20,M,S,3,1,2,Partial High School,Manual,Europe,Germany,Saarland,Neunkirchen,10000.00,2013-06-02
20909,Kelly Weadock,1968-10-19,F,S,3,1,2,Partial High School,Manual,Europe,United Kingdom,England,London,10000.00,2013-04-10
20910,Carolyn Malhotra,1977-02-17,F,M,0,1,0,Bachelors,Professional,Europe,France,Seine (Paris),Paris,40000.00,2013-09-25
